VIN,CarId,Color,FuelType,Aspiration
WG5KFV9YT90YB874M,11,Yellow,Gas,std
WG65PK5PEW7VDQZV3,52,Black,Gas,std
WIQOTZGQQ48KFH4O5,232,Green,Gas,std
WJFCE7NHA7UOX86ZH,68,DarkGrey,Gas,turbo
WKCCU1DMHOG3CIDDB,64,Grey,Gas,std
WM3S1CZ56QF09RRZ5,12,SlateGrey,Gas,std
WQFQF43WVB7VDMIVK,15,Blue,Gas,std
WQJ9N8ZPLTBC6KPKS,121,Grey,Gas,turbo
WT0RAER6NW0E5URS2,164,Azure,Gas,std
WTCUCTL8D0KB0UYXN,234,Black,Gas,std
WUI75L1JW0ZZJ96Q2,186,Red,Diesel,std
WUOHALSF3E8T7CYPQ,175,Crimson,Gas,std
WV6U4G02QIBH2SV60,189,Silver,Gas,std
WX401NYKM13Y49F2Z,68,Grey,Gas,std
WX9LPC1ZXRZCIT1Q4,213,Grey,Gas,std
WXD4OEWBP16TA2SWL,205,DarkRed,Gas,std
WY94KZYNXHXKG18P1,43,Yellow,Gas,std
WYAV0C44P4HDL6IUU,105,Orange,Gas,std
X0E13N3KBURQZ0GQ6,140,Silver,Gas,std
X2E2PHG48QHVCOH6C,192,Yellow,Gas,std
X3ZNAQAGH1RBZDVK7,186,Orange,Gas,std
X5PMD0O0PES0B906V,22,Black,Gas,std
X9D7K032TNOLJOHF9,11,Blue,Gas,turbo
XATXYKF5KJHL8XW16,106,Red,Gas,turbo
XB4QT95Z3D9O5O5PT,166,SlateGrey,Gas,std
XBILN3IYL63VBT58M,234,Green,Diesel,std
XBQKM5UL1KV5OU2RV,220,MetallicBlueViolet,Gas,std
XCR42T8W8LP5NX5N6,165,Green,Gas,turbo
XDYKOLBHVTNRXXX9S,160,DarkGrey,Gas,turbo
XEQQ01QLMRAFK4GC2,162,Green,Gas,std
XFVZKAWXKSCH1CYYD,140,Azure,Gas,std
XGI7BX1IZLQ2ET0BR,157,DarkGrey,Gas,std
XLL7M1X0KNCU1KGI6,187,Orange,Gas,std
XQ8F2BYMOB17ESJHQ,103,Blue,Gas,turbo
XTXWJ0Q0QCWSYZPCN,113,Red,Gas,turbo
XUE4MP2SHKKTSPQBB,74,Crimson,Gas,std
XW7I2BG0TT2NQHGKH,58,Azure,Gas,std
XXC6CG5NTN4XUWUAB,70,SlateGrey,Gas,std
XXW0169ZOVK5YJ41O,177,Red,Gas,std
XZ0VJMLS9UER7EUVF,191,Grey,Gas,std
XZ4T85KNCT59WOHEX,105,Red,Gas,std
XZXQPPCGWGPN8958F,6,MetallicBlueViolet,Gas,turbo
Y0LBRIWM754TDYNBW,75,Silver,Gas,std
Y0UTJW6K47XDTCMU1,227,Green,Gas,std
Y1PMAB9F4F1RVTNZU,142,SlateGrey,Diesel,turbo
Y7LBILNT9PRTTZCXH,58,SlateGrey,Gas,std
Y810CR3SLI9T0FHZM,206,Crimson,Diesel,std
YA5XQ47QAHAMBDBEJ,139,Orange,Gas,std
YCI6PLHCLVWJPGD8T,154,DarkRed,Electric,turbo
YDXMI0GRFQGM5X30V,13,Red,Diesel,std
YE884LFUQTXOHBS8Q,126,Blue,Gas,std
YG15YA9UCN7DJYZ0P,54,DarkBlue,Diesel,std
YG426USKC2PAE2YB7,156,Black,Diesel,std
YGSDTSSEOJX2D7DRX,215,Green,Gas,std
YJRJ9KW5AMHTBFD8B,7,Grey,Gas,std
YM2PZKCGAX5KGI7I4,90,Silver,Gas,std
YMBRCZ4IVQ50P1CY3,175,Red,Diesel,std
YNP5LKTPZPRI7BEVF,18,White,Gas,std
YQ0UECUONA2UBYYMO,39,SlateGrey,Gas,turbo
YQ48DUPIZQQU8MAXQ,92,SlateGrey,Gas,std
YR4XHNGN8754F4BN1,222,Grey,Gas,std
YS64Z5LSS7VZK3LJ3,108,DarkGreen,Gas,std
YSTK76U2MMH44OISI,35,Red,Gas,std
YTJ51G030H2TMZ1OT,202,Green,Gas,std
YTUS0JW05AOGVUNW1,66,Green,Gas,std
YV9DXB63BYQ7JG4HN,218,Orange,Gas,turbo
YVFO13CBNKZXJHE5S,110,DarkRed,Gas,std
YWE53U7FGHYRYOCZ9,171,DarkBlue,Gas,turbo
YXIN7YPOJVAHR93FB,130,Crimson,Gas,std
YY7471MSLMRH1MB80,44,Crimson,Gas,std
YY7XJEGALLNN4OQGN,112,Blue,Gas,turbo
Z0J9BHTZKFZVE6R68,108,SlateGrey,Gas,turbo
Z7EGQVF6BXHFH5QBL,53,Grey,Gas,turbo
ZBT0KRA0CP4BBXVFB,173,SlateGrey,Gas,turbo
ZBYBEECUDAGTTOGME,165,DarkBlue,Gas,std
ZD2Y2WEWQZPEIUZGN,190,MetallicBlueViolet,Gas,turbo
ZGFBFL5GF2RZT05SA,166,Black,Gas,std
ZGUTQ2JBSYC9D0LIP,224,SlateGrey,Gas,std
ZJEKTYM8PGDF8YBKT,151,Grey,Gas,turbo
ZJOCAJ6AF9ER5GPW8,149,Blue,Gas,std
ZJQ5JDN2RG1JHX4IF,5,MetallicBlueViolet,Gas,std
ZK6FFOG4BAJW7KKLN,183,DarkRed,Gas,std
ZLDLJXWFDZXCGAX76,161,DarkRed,Gas,std
ZM7N5UPSETOOD24ZV,84,DarkGreen,Gas,std
ZMGBCA9KQTS48JNBL,216,White,Gas,std
ZPGYKO3SW7RC58YUZ,154,Grey,Gas,std
ZQR7CQIIVVTJA6J91,45,SlateGrey,Gas,std
ZSVPABA2PMHXRO9QX,184,Yellow,Diesel,std
ZTJLWUG1BU6XRHE4C,143,Green,Gas,std
ZTUF79HOXGAZSV7D2,49,Grey,Gas,std
ZV6LW5PM03ILMLXQ8,224,SlateGrey,Gas,std
ZYQGAEHFZGGA53RCA,112,Red,Gas,std
ZZJUOWYKRXM8J0HOL,14,DarkRed,Gas,std
